"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Otu02195" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu02196" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu02197" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu02198" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu02199" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus" ""
"Otu02200" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02201" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02202" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02203" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Oscillochloridaceae" "Oscillochloris" ""
"Otu02204" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02205" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Rhodospirillaceae_unclassified" ""
"Otu02206" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Paracoccus" ""
"Otu02207" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Lachnospiraceae_unclassified" ""
"Otu02208" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Spartobacteria_unclassified" "Spartobacteria_unclassified" "Spartobacteria_unclassified" ""
"Otu02209" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu02210" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" "Phyllobacteriaceae_unclassified" ""
"Otu02211" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02212" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonadaceae_unclassified" ""
"Otu02213" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardioidaceae" "Nocardioides" ""
"Otu02214" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu02215" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Stenotrophomonas" ""
"Otu02216" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu02217" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu02218" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02219" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02220" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu02221" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu02222" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Rhizobium" ""
"Otu02223" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu02224" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu02225" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Amaricoccus" ""
"Otu02226" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu02227" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_unclassified" ""
"Otu02228" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02229" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Moheibacter" ""
"Otu02230" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" ""
"Otu02231" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridiaceae_1_unclassified" ""
"Otu02232" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Hespellia" ""
"Otu02233" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacterium" ""
"Otu02234" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Clostridium_XlVb" ""
"Otu02235" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacterium" ""
"Otu02236" "Bacteria" "Actinobacteria" "Actinobacteria" "Solirubrobacterales" "Conexibacteraceae" "Conexibacter" ""
"Otu02237" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_Incertae_Sedis_XI" "Anaerococcus" ""
"Otu02238" "Bacteria" "Actinobacteria" "Actinobacteria" "Gaiellales" "Gaiellaceae" "Gaiella" ""
"Otu02239" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardiaceae" "Nocardia" ""
"Otu02240" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_unclassified" ""
"Otu02241" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Oxalobacteraceae_unclassified" ""
"Otu02242" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02243" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02244" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella" ""
"Otu02245" "Bacteria" "Firmicutes" "Clostridia" "Clostridia_unclassified" "Clostridia_unclassified" "Clostridia_unclassified" ""
"Otu02246" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02247" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcales_unclassified" "Myxococcales_unclassified" ""
"Otu02248" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" ""
"Otu02249" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" ""
"Otu02250" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu02251" "Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" "Acidimicrobiales_unclassified" "Acidimicrobiales_unclassified" ""
"Otu02252" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu02253" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" ""
"Otu02254" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu02255" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu02256" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu02257" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu02258" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu02259" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu02260" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Cellulosilyticum" ""
"Otu02261" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu02262" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter" ""
"Otu02263" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" ""
"Otu02264" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobulbaceae" "Desulfobulbus" ""
"Otu02265" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu02266" "Bacteria" "Actinobacteria" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" ""
"Otu02267" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu02268" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu02269" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcaceae_unclassified" ""
"Otu02270" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu02271" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" "Leuconostoc" ""
"Otu02272" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu02273" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu02274" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02275" "Bacteria" "Firmicutes" "Clostridia" "Clostridia_unclassified" "Clostridia_unclassified" "Clostridia_unclassified" ""
"Otu02276" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu02277" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_unclassified" "Rhodospirillales_unclassified" ""
"Otu02278" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillales_unclassified" "Lactobacillales_unclassified" ""
"Otu02279" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02280" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu02281" "Bacteria" "Bacteroidetes" "Bacteroidetes_incertae_sedis" "Ohtaekwangia" "Ohtaekwangia_unclassified" "Ohtaekwangia_unclassified" ""
"Otu02282" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02283" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidales_unclassified" "Bacteroidales_unclassified" ""
"Otu02284" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu02285" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02286" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu02287" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02288" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridiaceae_1_unclassified" ""
"Otu02289" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02290" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Clostridium_III" ""
"Otu02291" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu02292" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Mycobacteriaceae" "Mycobacterium" ""
"Otu02293" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu02294" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micromonosporaceae" "Micromonosporaceae_unclassified" ""
"Otu02295" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu02296" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02297" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae_1" "Brevibacillus" ""
"Otu02298" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02299" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu02300" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02301" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02302" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02303" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" ""
"Otu02304" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Prosthecomicrobium" ""
"Otu02305" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Clostridium_III" ""
"Otu02306" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu02307" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu02308" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" ""
"Otu02309" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Litorilinea" ""
"Otu02310" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Blastopirellula" ""
"Otu02311" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Streptosporangiaceae" "Streptosporangium" ""
"Otu02312" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu02313" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu02314" "Bacteria" "Acidobacteria" "Acidobacteria_Gp6" "Gp6" "Gp6_unclassified" "Gp6_unclassified" ""
"Otu02315" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Pseudoxanthomonas" ""
"Otu02316" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter" ""
"Otu02317" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_2" "Natronincola" ""
"Otu02318" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu02319" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" ""
"Otu02320" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridiaceae_1_unclassified" ""
"Otu02321" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptococcaceae_2" "Desulfotomaculum" ""
"Otu02322" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Clostridium_XlVb" ""
"Otu02323" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02324" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu02325" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu02326" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Methylococcales" "Methylococcaceae" "Methylococcaceae_unclassified" ""
"Otu02327" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophagaceae_unclassified" ""
"Otu02328" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02329" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu02330" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_1" "Bacillaceae_1_unclassified" ""
"Otu02331" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02332" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu02333" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Verrucomicrobiaceae_unclassified" ""
"Otu02334" "Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" "Acidimicrobiales_unclassified" "Acidimicrobiales_unclassified" ""
"Otu02335" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02336" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu02337" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Thermomonosporaceae" "Actinomadura" ""
"Otu02338" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera" ""
"Otu02339" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02340" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu02341" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu02342" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu02343" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu02344" "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Litorilinea" ""
